t,frame_seq,result_ready_t,capture_to_log_ms,inference_ms,refinement_ms,processing_ms,raw_x_cm,sent_x_cm,raw_vx_cm_s,sent_vx_cm_s,measurement_valid,tracking_valid,sent_valid,confidence,source,reason,actual_angle_deg,center_x_px,center_y_px,radius_px,measurement_x_cm,kalman_x_cm,kalman_vx_cm_s
4015.784650,411,4015.798376,13.7256,5.0991,0.4544,13.5831,-10.7549,-10.7549,0.0000,0.0000,1,1,1,0.4115,yolo_box,ok,12.0000,918.6454,71.3365,21.8688,-10.7549,-10.7549,0.0000
4015.804376,412,4015.819263,14.8866,5.1039,0.4283,14.6823,-10.7573,-10.7573,0.0000,0.0000,1,1,1,0.3529,yolo_box,ok,12.0000,918.7500,72.3311,21.7847,-10.7573,-10.7573,0.0000
4015.821036,413,4015.834939,13.9030,5.1252,0.4183,13.7588,-10.7715,-10.7715,0.0000,0.0000,1,1,1,0.3453,yolo_box,ok,12.0000,919.3633,71.0165,22.0205,-10.7715,-10.7715,0.0000
4015.836653,414,4015.845085,8.4319,5.1082,0.0000,8.2970,,-10.7715,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4015.852383,415,4015.867591,15.2079,5.1124,0.4160,15.0589,-10.7600,-10.7600,0.0000,0.0000,1,1,1,0.4366,yolo_box,ok,12.0000,918.8689,72.0748,22.1006,-10.7600,-10.7600,0.0000
4015.869024,416,4015.883091,14.0674,5.1188,0.4416,13.9217,-10.7688,-10.7688,0.0000,0.0000,1,1,1,0.2773,yolo_box,ok,12.0000,919.2464,71.9456,21.9857,-10.7688,-10.7688,0.0000
4015.885562,417,4015.902248,16.6862,5.2715,0.6818,16.3675,-10.7622,-10.7622,0.0000,0.0000,1,1,1,0.3743,yolo_box,ok,12.0000,918.9633,72.3865,22.0021,-10.7622,-10.7622,0.0000
4015.904807,418,4015.922966,18.1590,5.2201,0.5734,18.0089,-10.7587,-10.7587,0.0000,0.0000,1,1,1,0.3908,yolo_box,ok,12.0000,918.8095,72.6265,22.1313,-10.7587,-10.7587,0.0000
4015.921766,419,4015.937965,16.1991,5.0922,0.4954,14.6447,-10.7601,-10.7601,0.0000,0.0000,1,1,1,0.6760,yolo_box,ok,12.0000,918.8731,72.2040,21.8217,-10.7601,-10.7601,0.0000
4015.937265,420,4015.953818,16.5532,5.2655,0.6306,15.6108,-10.7600,-10.7600,0.0000,0.0000,1,1,1,0.4051,yolo_box,ok,12.0000,918.8689,71.9210,22.1006,-10.7600,-10.7600,0.0000
4015.954005,421,4015.968573,14.5680,5.1051,0.4740,14.4256,-10.7624,-10.7624,0.0000,0.0000,1,1,1,0.3453,yolo_box,ok,12.0000,918.9695,71.8020,21.7211,-10.7624,-10.7624,0.0000
4015.971849,422,4015.981061,9.2116,5.8244,0.0000,9.0796,,-10.7624,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4015.984510,423,4015.998210,13.7006,5.1248,0.4313,13.5576,-10.7648,-10.7648,0.0000,0.0000,1,1,1,0.3283,yolo_box,ok,12.0000,919.0761,71.1580,22.0370,-10.7648,-10.7648,0.0000
4016.004359,424,4016.022091,17.7325,5.1116,0.4306,17.5136,-10.7655,-10.7655,0.0000,0.0000,1,1,1,0.4694,yolo_box,ok,12.0000,919.1069,72.3722,21.5837,-10.7655,-10.7655,0.0000
4016.022147,425,4016.036314,14.1671,5.0921,0.4428,13.9787,-10.7645,-10.7645,0.0000,0.0000,1,1,1,0.2936,yolo_box,ok,12.0000,919.0638,70.6371,22.0124,-10.7645,-10.7645,0.0000
4016.037001,426,4016.050870,13.8695,5.1173,0.4249,13.7266,-10.7645,-10.7645,0.0000,0.0000,1,1,1,0.3364,yolo_box,ok,12.0000,919.0638,72.0563,22.2954,-10.7645,-10.7645,0.0000
4016.052650,427,4016.067726,15.0761,5.2089,0.4299,14.9304,-10.7655,-10.7655,0.0000,0.0000,1,1,1,0.3327,yolo_box,ok,12.0000,919.1048,72.1507,21.8647,-10.7655,-10.7655,0.0000
4016.069085,428,4016.082922,13.8368,5.1115,0.4435,13.6924,-10.7566,-10.7566,0.0000,0.0000,1,1,1,0.2854,yolo_box,ok,12.0000,918.7213,71.9025,22.2318,-10.7566,-10.7566,0.0000
4016.084676,429,4016.098412,13.7359,5.1214,0.4525,13.5927,-10.7672,-10.7672,0.0000,0.0000,1,1,1,0.3955,yolo_box,ok,12.0000,919.1787,72.2409,21.9303,-10.7672,-10.7672,0.0000
4016.105408,430,4016.122990,17.5814,5.1776,1.1730,17.4223,-10.7655,-10.7655,0.0000,0.0000,1,1,1,0.2908,yolo_box,ok,12.0000,919.1069,72.2245,21.8585,-10.7655,-10.7655,0.0000
4016.122438,431,4016.140562,18.1238,5.2535,0.5090,17.2445,-10.7679,-10.7679,0.0000,0.0000,1,1,1,0.2922,yolo_box,ok,12.0000,919.2094,71.7056,22.1539,-10.7679,-10.7679,0.0000
4016.137141,432,4016.154955,17.8145,5.1186,0.5752,14.1673,-10.7669,-10.7669,0.0000,0.0000,1,1,1,0.2721,yolo_box,ok,12.0000,919.1664,72.2306,22.2051,-10.7669,-10.7669,0.0000
4016.153001,433,4016.170751,17.7501,5.0937,0.4793,15.4915,-10.7591,-10.7591,0.0000,0.0000,1,1,1,0.3837,yolo_box,ok,12.0000,918.8280,72.1035,21.8668,-10.7591,-10.7591,0.0000
4016.169833,434,4016.185435,15.6024,5.0996,0.4523,14.4403,-10.7560,-10.7560,0.0000,0.0000,1,1,1,0.4067,yolo_box,ok,12.0000,918.6926,72.6101,21.8175,-10.7560,-10.7560,0.0000
4016.185525,435,4016.199323,13.7976,5.0982,0.4106,13.5340,-10.7573,-10.7573,0.0000,0.0000,1,1,1,0.4284,yolo_box,ok,12.0000,918.7500,71.8307,21.7847,-10.7573,-10.7573,0.0000
4016.204405,436,4016.218996,14.5911,5.1302,0.4434,14.4478,-10.7657,-10.7657,0.0000,0.0000,1,1,1,0.3651,yolo_box,ok,12.0000,919.1130,71.8840,21.8646,-10.7657,-10.7657,0.0000
4016.220792,437,4016.234816,14.0245,5.1460,0.4220,13.8830,-10.7541,-10.7541,0.0000,0.0000,1,1,1,0.3987,yolo_box,ok,12.0000,918.6126,72.4911,21.6514,-10.7541,-10.7541,0.0000
4016.236750,438,4016.250528,13.7779,5.1139,0.4228,13.6340,-10.7655,-10.7655,0.0000,0.0000,1,1,1,0.2773,yolo_box,ok,12.0000,919.1049,71.4821,21.8524,-10.7655,-10.7655,0.0000
4016.252805,439,4016.267708,14.9032,5.2168,0.4147,14.7576,-10.7599,-10.7599,0.0000,0.0000,1,1,1,0.3153,yolo_box,ok,12.0000,918.8628,71.9148,22.0944,-10.7599,-10.7599,0.0000
4016.269098,440,4016.283080,13.9822,5.1227,0.4178,13.8266,-10.7632,-10.7632,0.0000,0.0000,1,1,1,0.3409,yolo_box,ok,12.0000,919.0043,71.5908,21.9529,-10.7632,-10.7632,0.0000
4016.284725,441,4016.298349,13.6237,5.2189,0.4201,13.4794,-10.7654,-10.7654,0.0000,0.0000,1,1,1,0.3468,yolo_box,ok,12.0000,919.1028,71.4923,21.8544,-10.7654,-10.7654,0.0000
4016.304391,442,4016.312882,8.4911,5.1078,0.0000,8.2971,,-10.7654,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4016.320621,443,4016.335704,15.0830,5.3699,0.5175,14.8977,-10.7574,-10.7574,0.0000,0.0000,1,1,1,0.4163,yolo_box,ok,12.0000,918.7562,71.7261,21.7949,-10.7574,-10.7574,0.0000
4016.336891,444,4016.351342,14.4507,5.2427,0.5132,14.3066,-10.7564,-10.7564,0.0000,0.0000,1,1,1,0.5050,yolo_box,ok,12.0000,918.7111,71.6236,21.9550,-10.7564,-10.7564,0.0000
4016.352724,445,4016.367717,14.9927,5.1202,0.4347,14.8399,-10.7621,-10.7621,0.0000,0.0000,1,1,1,0.6194,yolo_box,ok,12.0000,918.9593,71.8246,21.7108,-10.7621,-10.7621,0.0000
4016.369171,446,4016.383053,13.8817,5.1122,0.4269,13.7345,-10.7585,-10.7585,0.0000,0.0000,1,1,1,0.3544,yolo_box,ok,12.0000,918.8013,71.4493,21.7498,-10.7585,-10.7585,0.0000
4016.384674,447,4016.398340,13.6659,5.1074,0.4207,13.5070,-10.7621,-10.7621,0.0000,0.0000,1,1,1,0.3327,yolo_box,ok,12.0000,918.9592,71.9312,21.9939,-10.7621,-10.7621,0.0000
4016.404414,448,4016.419478,15.0639,5.1041,0.4173,14.9200,-10.7623,-10.7623,0.0000,0.0000,1,1,1,0.6194,yolo_box,ok,12.0000,918.9674,71.8717,21.7273,-10.7623,-10.7623,0.0000
4016.420959,449,4016.434840,13.8809,5.1199,0.4214,13.7362,-10.7665,-10.7665,0.0000,0.0000,1,1,1,0.5306,yolo_box,ok,12.0000,919.1479,71.0945,21.8052,-10.7665,-10.7665,0.0000
4016.436806,450,4016.450724,13.9179,5.1248,0.4423,13.7726,-10.7621,-10.7621,0.0000,0.0000,1,1,1,0.6061,yolo_box,ok,12.0000,918.9592,71.4308,22.0062,-10.7621,-10.7621,0.0000
4016.452822,451,4016.467642,14.8201,5.1585,0.4432,14.6764,-10.7669,-10.7669,0.0000,0.0000,1,1,1,0.6818,yolo_box,ok,12.0000,919.1643,71.1191,21.9242,-10.7669,-10.7669,0.0000
4016.470047,452,4016.483983,13.9361,5.0930,0.4770,13.7954,-10.7621,-10.7621,0.0000,0.0000,1,1,1,0.5182,yolo_box,ok,12.0000,918.9593,71.6584,21.7108,-10.7621,-10.7621,0.0000
4016.484802,453,4016.493236,8.4339,5.1319,0.0000,8.3048,,-10.7621,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4016.504510,454,4016.519220,14.7105,5.0858,0.4188,14.5272,-10.7656,-10.7656,0.0000,0.0000,1,1,1,0.2547,yolo_box,ok,12.0000,919.1089,72.0850,21.8564,-10.7656,-10.7656,0.0000
4016.522035,455,4016.539407,17.3724,5.1845,0.6657,17.1974,-10.7633,-10.7633,0.0000,0.0000,1,1,1,0.5651,yolo_box,ok,12.0000,919.0105,71.5498,21.9672,-10.7633,-10.7633,0.0000
4016.538420,456,4016.554875,16.4553,5.2678,0.6391,15.1739,-10.7588,-10.7588,0.0000,0.0000,1,1,1,0.3759,yolo_box,ok,12.0000,918.8157,71.9825,21.8544,-10.7588,-10.7588,0.0000
4016.554231,457,4016.570855,16.6248,5.1063,0.7451,15.7541,-10.7634,-10.7634,0.0000,0.0000,1,1,1,0.3924,yolo_box,ok,12.0000,919.0146,71.1191,21.6760,-10.7634,-10.7634,0.0000
4016.569611,458,4016.579429,9.8186,5.0831,0.0000,8.2345,,-10.7634,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4016.584574,459,4016.598175,13.6008,5.0922,0.4227,13.4628,-10.7591,-10.7591,0.0000,0.0000,1,1,1,0.3240,yolo_box,ok,12.0000,918.8300,72.1076,21.8688,-10.7591,-10.7591,0.0000
4016.604429,460,4016.620211,15.7826,5.1187,0.4319,15.6404,-10.7671,-10.7671,0.0000,0.0000,1,1,1,0.5756,yolo_box,ok,12.0000,919.1766,72.3229,21.9365,-10.7671,-10.7671,0.0000
4016.622190,461,4016.636469,14.2792,5.1270,0.4322,14.1416,-10.7633,-10.7633,0.0000,0.0000,1,1,1,0.3743,yolo_box,ok,12.0000,919.0105,72.1322,21.9713,-10.7633,-10.7633,0.0000
4016.637211,462,4016.651251,14.0405,5.1604,0.4264,13.8860,-10.7585,-10.7585,0.0000,0.0000,1,1,1,0.2617,yolo_box,ok,12.0000,918.8033,71.2913,21.7478,-10.7585,-10.7585,0.0000
4016.652815,463,4016.667798,14.9829,5.2224,0.4250,14.8295,-10.7647,-10.7647,0.0000,0.0000,1,1,1,0.4776,yolo_box,ok,12.0000,919.0700,71.1026,22.0185,-10.7647,-10.7647,0.0000
4016.669097,464,4016.683057,13.9607,5.1437,0.4226,13.8179,-10.7541,-10.7541,0.0000,0.0000,1,1,1,0.5050,yolo_box,ok,12.0000,918.6106,71.8861,21.6494,-10.7541,-10.7541,0.0000
4016.684943,465,4016.698567,13.6234,5.1086,0.4229,13.4823,-10.7576,-10.7576,0.0000,0.0000,1,1,1,0.2895,yolo_box,ok,12.0000,918.7644,71.7548,21.7990,-10.7576,-10.7576,0.0000
4016.704488,466,4016.719244,14.7562,5.1111,0.4185,14.5552,-10.7575,-10.7575,0.0000,0.0000,1,1,1,0.4884,yolo_box,ok,12.0000,918.7603,71.8307,21.5119,-10.7575,-10.7575,0.0000
4016.721830,467,4016.739126,17.2952,5.2303,0.7468,17.1029,-10.7573,-10.7573,0.0000,0.0000,1,1,1,0.3040,yolo_box,ok,12.0000,918.7500,72.2717,21.7888,-10.7573,-10.7573,0.0000
4016.738121,468,4016.754678,16.5573,5.1267,0.5367,15.2522,-10.7573,-10.7573,0.0000,0.0000,1,1,1,0.5240,yolo_box,ok,12.0000,918.7500,72.2799,21.7888,-10.7573,-10.7573,0.0000
4016.753425,469,4016.763371,9.9461,5.1199,0.0000,8.4757,,-10.7573,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4016.769140,470,4016.783227,14.0868,5.1619,0.4235,13.9277,-10.7625,-10.7625,0.0000,0.0000,1,1,1,0.5454,yolo_box,ok,12.0000,918.9757,71.7610,21.7232,-10.7625,-10.7625,0.0000
4016.784714,471,4016.798472,13.7583,5.1358,0.4235,13.5368,-10.7623,-10.7623,0.0000,0.0000,1,1,1,0.4366,yolo_box,ok,12.0000,918.9654,71.8923,22.0041,-10.7623,-10.7623,0.0000
4016.804418,472,4016.820969,16.5510,5.1490,0.4365,16.4007,-10.7587,-10.7587,0.0000,0.0000,1,1,1,0.5066,yolo_box,ok,12.0000,918.8116,72.3004,22.1252,-10.7587,-10.7587,0.0000
4016.821718,473,4016.830175,8.4572,5.0961,0.0000,8.3313,,-10.7587,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4016.836439,474,4016.850301,13.8619,5.1332,0.4285,13.7107,-10.7656,-10.7656,0.0000,0.0000,1,1,1,0.3364,yolo_box,ok,12.0000,919.1110,71.9005,21.8585,-10.7656,-10.7656,0.0000
4016.852702,475,4016.867767,15.0652,5.1530,0.4500,14.9138,-10.7657,-10.7657,0.0000,0.0000,1,1,1,0.3327,yolo_box,ok,12.0000,919.1151,72.0604,21.8626,-10.7657,-10.7657,0.0000
4016.869067,476,4016.882977,13.9098,5.1183,0.4217,13.7662,-10.7635,-10.7635,0.0000,0.0000,1,1,1,0.5240,yolo_box,ok,12.0000,919.0167,71.5785,21.6781,-10.7635,-10.7635,0.0000
4016.884643,477,4016.898464,13.8215,5.1259,0.4459,13.6748,-10.7600,-10.7600,0.0000,0.0000,1,1,1,0.5901,yolo_box,ok,12.0000,918.8690,71.8697,21.8257,-10.7600,-10.7600,0.0000
4016.904439,478,4016.919404,14.9649,5.1288,0.4223,14.7458,-10.7657,-10.7657,0.0000,0.0000,1,1,1,0.3240,yolo_box,ok,12.0000,919.1130,71.8882,21.8646,-10.7657,-10.7657,0.0000
4016.921913,479,4016.939261,17.3482,5.2318,0.7674,17.0763,-10.7781,-10.7781,0.0000,0.0000,1,1,1,0.4179,yolo_box,ok,12.0000,919.6503,70.8730,21.7457,-10.7781,-10.7781,0.0000
4016.937887,480,4016.949066,11.1791,5.3592,0.0000,9.5236,,-10.7781,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4016.952557,481,4016.970708,18.1515,5.3247,0.6118,17.9990,-10.7567,-10.7567,0.0000,0.0000,1,1,1,0.3364,yolo_box,ok,12.0000,918.7254,71.2708,21.9570,-10.7567,-10.7567,0.0000
4016.970370,482,4016.980383,10.0128,5.3790,0.0000,9.2983,,-10.7567,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4016.985708,483,4017.001273,15.5654,5.2058,0.5541,15.3986,-10.7630,-10.7630,0.0000,0.0000,1,1,1,0.3068,yolo_box,ok,12.0000,918.9961,71.8389,22.2277,-10.7630,-10.7630,0.0000
4017.005774,484,4017.023349,17.5751,5.2271,0.5826,17.4085,-10.7622,-10.7622,0.0000,0.0000,1,1,1,0.4099,yolo_box,ok,12.0000,918.9613,71.9476,21.9959,-10.7622,-10.7622,0.0000
4017.023412,485,4017.039741,16.3289,5.2611,0.6416,15.9897,-10.7604,-10.7604,0.0000,0.0000,1,1,1,0.2773,yolo_box,ok,12.0000,918.8854,71.2626,21.8996,-10.7604,-10.7604,0.0000
4017.038244,486,4017.049199,10.9558,5.2908,0.0000,9.1900,,-10.7604,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4017.053627,487,4017.062960,9.3336,5.2090,0.0000,9.1786,,-10.7604,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4017.069874,488,4017.084260,14.3861,5.1071,0.4900,14.1570,-10.7623,-10.7623,0.0000,0.0000,1,1,1,0.5405,yolo_box,ok,12.0000,918.9654,71.8389,21.9877,-10.7623,-10.7623,0.0000
4017.085013,489,4017.093496,8.4831,5.1123,0.0000,8.3584,,-10.7623,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4017.104488,490,4017.119950,15.4625,5.1139,0.4241,15.3145,-10.7565,-10.7565,0.0000,0.0000,1,1,1,0.3605,yolo_box,ok,12.0000,918.7172,71.9107,22.2359,-10.7565,-10.7565,0.0000
4017.123510,491,4017.140113,16.6035,5.2286,0.6399,16.3934,-10.7633,-10.7633,0.0000,0.0000,1,1,1,0.4415,yolo_box,ok,12.0000,919.0084,71.9907,21.9570,-10.7633,-10.7633,0.0000
4017.137920,492,4017.159116,21.1963,6.9189,0.4498,18.7028,-10.7600,-10.7600,0.0000,0.0000,1,1,1,0.5853,yolo_box,ok,12.0000,918.8669,71.6933,21.8278,-10.7600,-10.7600,0.0000
4017.153177,493,4017.175186,22.0093,5.1775,0.4281,15.8083,-10.7687,-10.7687,0.0000,0.0000,1,1,1,0.3254,yolo_box,ok,12.0000,919.2443,72.3968,21.9836,-10.7687,-10.7687,0.0000
4017.169318,494,4017.190065,20.7468,5.1348,0.8195,14.5151,-10.7653,-10.7653,0.0000,0.0000,1,1,1,0.5869,yolo_box,ok,12.0000,919.0987,71.7466,22.1252,-10.7653,-10.7653,0.0000
4017.184947,495,4017.204452,19.5044,5.0980,0.4655,14.1466,-10.7574,-10.7574,0.0000,0.0000,1,1,1,0.3327,yolo_box,ok,12.0000,918.7541,71.8882,21.7806,-10.7574,-10.7574,0.0000
4017.205142,496,4017.219819,14.6775,5.1274,0.4214,14.5359,-10.7572,-10.7572,0.0000,0.0000,1,1,1,0.3342,yolo_box,ok,12.0000,918.7459,72.1671,21.7806,-10.7572,-10.7572,0.0000
4017.221345,497,4017.235387,14.0426,5.1219,0.4429,13.8957,-10.7571,-10.7571,0.0000,0.0000,1,1,1,0.4366,yolo_box,ok,12.0000,918.7418,71.0883,21.7683,-10.7571,-10.7571,0.0000
4017.237168,498,4017.251174,14.0065,5.1125,0.4173,13.8604,-10.7555,-10.7555,0.0000,0.0000,1,1,1,0.3861,yolo_box,ok,12.0000,918.6721,70.9406,21.9734,-10.7555,-10.7555,0.0000
4017.252985,499,4017.261457,8.4711,5.1262,0.0000,8.3363,,-10.7555,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4017.268651,500,4017.282749,14.0978,5.1209,0.4276,13.9453,-10.7620,-10.7620,0.0000,0.0000,1,1,1,0.6303,yolo_box,ok,12.0000,918.9531,71.5231,21.7006,-10.7620,-10.7620,0.0000
4017.284655,501,4017.298367,13.7120,5.1211,0.4225,13.5679,-10.7679,-10.7679,0.0000,0.0000,1,1,1,0.5667,yolo_box,ok,12.0000,919.2073,71.5457,22.1518,-10.7679,-10.7679,0.0000
4017.304411,502,4017.319442,15.0311,5.1194,0.4265,14.8176,-10.7508,-10.7508,0.0000,0.0000,1,1,1,0.4776,yolo_box,ok,12.0000,918.4670,71.8164,21.7929,-10.7508,-10.7508,0.0000
4017.321101,503,4017.329589,8.4884,5.1369,0.0000,8.3567,,-10.7508,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4017.336557,504,4017.352362,15.8052,5.3539,0.4284,15.6304,-10.7605,-10.7605,0.0000,0.0000,1,1,1,0.6318,yolo_box,ok,12.0000,918.8875,72.4173,21.9221,-10.7605,-10.7605,0.0000
4017.353615,505,4017.369010,15.3955,5.1665,0.5120,15.2524,-10.7652,-10.7652,0.0000,0.0000,1,1,1,0.3298,yolo_box,ok,12.0000,919.0926,71.9415,21.8441,-10.7652,-10.7652,0.0000
4017.369750,506,4017.383941,14.1904,5.0977,0.4979,14.0525,-10.7596,-10.7596,0.0000,0.0000,1,1,1,0.3697,yolo_box,ok,12.0000,918.8484,72.3783,21.6863,-10.7596,-10.7596,0.0000
4017.384774,507,4017.398626,13.8525,5.1321,0.4775,13.7136,-10.7572,-10.7572,0.0000,0.0000,1,1,1,0.5997,yolo_box,ok,12.0000,918.7480,72.1178,21.7867,-10.7572,-10.7572,0.0000
4017.404481,508,4017.419392,14.9117,5.1544,0.4268,14.6955,-10.7623,-10.7623,0.0000,0.0000,1,1,1,0.4415,yolo_box,ok,12.0000,918.9654,72.1835,21.7294,-10.7623,-10.7623,0.0000
4017.421010,509,4017.435190,14.1798,5.2209,0.4534,14.0376,-10.7642,-10.7642,0.0000,0.0000,1,1,1,0.6288,yolo_box,ok,12.0000,919.0494,72.1568,21.8914,-10.7642,-10.7642,0.0000
4017.436724,510,4017.450696,13.9721,5.1314,0.4526,13.8249,-10.7640,-10.7640,0.0000,0.0000,1,1,1,0.6349,yolo_box,ok,12.0000,919.0413,72.0871,21.6002,-10.7640,-10.7640,0.0000
4017.453574,511,4017.468432,14.8579,5.0985,0.4419,14.7175,-10.7623,-10.7623,0.0000,0.0000,1,1,1,0.4228,yolo_box,ok,12.0000,918.9674,71.7282,21.7273,-10.7623,-10.7623,0.0000
4017.469660,512,4017.483711,14.0514,5.0896,0.4449,13.9137,-10.7653,-10.7653,0.0000,0.0000,1,1,1,0.6380,yolo_box,ok,12.0000,919.0987,72.0748,21.8462,-10.7653,-10.7653,0.0000
4017.484938,513,4017.498593,13.6548,5.1249,0.4257,13.5097,-10.7655,-10.7655,0.0000,0.0000,1,1,1,0.5569,yolo_box,ok,12.0000,919.1069,72.1137,21.5756,-10.7655,-10.7655,0.0000
4017.504508,514,4017.519162,14.6536,5.1117,0.4236,14.5137,-10.7576,-10.7576,0.0000,0.0000,1,1,1,0.3728,yolo_box,ok,12.0000,918.7644,71.8861,21.5243,-10.7576,-10.7576,0.0000
4017.521278,515,4017.529752,8.4735,5.2293,0.0000,8.3479,,-10.7576,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4017.536627,516,4017.551507,14.8802,5.3225,0.4468,14.7077,-10.7620,-10.7620,0.0000,0.0000,1,1,1,0.5356,yolo_box,ok,12.0000,918.9531,72.1609,21.7047,-10.7620,-10.7620,0.0000
4017.553847,517,4017.571053,17.2064,5.1607,0.4360,17.0595,-10.7644,-10.7644,0.0000,0.0000,1,1,1,0.7783,yolo_box,ok,12.0000,919.0597,72.8808,21.6309,-10.7644,-10.7644,0.0000
4017.569410,518,4017.586050,16.6392,5.1015,0.4918,14.7599,-10.7590,-10.7590,0.0000,0.0000,1,1,1,0.4211,yolo_box,ok,12.0000,918.8259,72.0317,21.8729,-10.7590,-10.7590,0.0000
4017.585683,519,4017.600074,14.3903,5.1419,0.4169,13.6449,-10.7622,-10.7622,0.0000,0.0000,1,1,1,0.6349,yolo_box,ok,12.0000,918.9634,71.1437,21.7150,-10.7622,-10.7622,0.0000
4017.604661,520,4017.619888,15.2265,5.1311,0.4276,15.0781,-10.7562,-10.7562,0.0000,0.0000,1,1,1,0.2936,yolo_box,ok,12.0000,918.7029,71.8369,21.8195,-10.7562,-10.7562,0.0000
4017.621223,521,4017.635610,14.3868,5.2896,0.5190,14.2425,-10.7600,-10.7600,0.0000,0.0000,1,1,1,0.3012,yolo_box,ok,12.0000,918.8669,71.4082,21.8237,-10.7600,-10.7600,0.0000
4017.636906,522,4017.650857,13.9509,5.1248,0.4316,13.8058,-10.7572,-10.7572,0.0000,0.0000,1,1,1,0.2908,yolo_box,ok,12.0000,918.7459,72.6162,21.7929,-10.7572,-10.7572,0.0000
4017.652685,523,4017.667676,14.9902,5.1170,0.4180,14.8395,-10.7588,-10.7588,0.0000,0.0000,1,1,1,0.6045,yolo_box,ok,12.0000,918.8157,72.4337,21.8627,-10.7588,-10.7588,0.0000
4017.669672,524,4017.678082,8.4100,5.0972,0.0000,8.2829,,-10.7588,0.0000,0.0000,0,1,0,0.0000,prediction,short-prediction,12.0000,,,,,,0.0000
4017.684457,525,4017.698198,13.7411,5.1148,0.4286,13.5979,-10.7625,-10.7625,0.0000,0.0000,1,1,1,0.4983,yolo_box,ok,12.0000,918.9736,72.3250,21.7335,-10.7625,-10.7625,0.0000
4017.704455,526,4017.719564,15.1089,5.1179,0.4287,14.9579,-10.7654,-10.7654,0.0000,0.0000,1,1,1,0.4382,yolo_box,ok,12.0000,919.1007,72.6203,21.8523,-10.7654,-10.7654,0.0000
4017.722113,527,4017.736300,14.1866,5.1112,0.4211,14.0467,-10.7676,-10.7676,0.0000,0.0000,1,1,1,0.3342,yolo_box,ok,12.0000,919.1951,72.3660,21.7457,-10.7676,-10.7676,0.0000
4017.737178,528,4017.754849,17.6708,5.4710,0.5983,17.4930,-10.7690,-10.7690,0.0000,0.0000,1,1,1,0.5356,yolo_box,ok,12.0000,919.2586,72.5342,21.7232,-10.7690,-10.7690,0.0000
4017.755787,529,4017.771913,16.1258,5.2566,0.4994,15.9889,-10.7620,-10.7620,0.0000,0.0000,1,1,1,0.3651,yolo_box,ok,12.0000,918.9531,72.4706,21.9918,-10.7620,-10.7620,0.0000
4017.770729,530,4017.790635,19.9056,9.5695,0.4490,18.4131,-10.7623,-10.7623,0.0000,0.0000,1,1,1,0.4513,yolo_box,ok,12.0000,918.9654,71.8061,22.0000,-10.7623,-10.7623,0.0000
4017.785128,531,4017.805563,20.4354,5.1118,0.4773,14.6101,-10.7608,-10.7608,0.0000,0.0000,1,1,1,0.5732,yolo_box,ok,12.0000,918.9039,72.3783,21.4750,-10.7608,-10.7608,0.0000
4017.805623,532,4017.820281,14.6588,5.0863,0.6563,14.4524,-10.7658,-10.7658,0.0000,0.0000,1,1,1,0.5569,yolo_box,ok,12.0000,919.1192,71.4595,21.5797,-10.7658,-10.7658,0.0000
4017.822772,533,4017.837564,14.7914,5.1187,0.4616,14.6454,-10.7656,-10.7656,0.0000,0.0000,1,1,1,0.5618,yolo_box,ok,12.0000,919.1110,71.5600,21.5797,-10.7656,-10.7656,0.0000
4017.837715,534,4017.851664,13.9487,5.0930,0.4241,13.8123,-10.7535,-10.7535,0.0000,0.0000,1,1,1,0.5917,yolo_box,ok,12.0000,918.5839,70.6863,21.8196,-10.7535,-10.7535,0.0000
4017.853636,535,4017.868400,14.7637,5.0951,0.4144,14.6235,-10.7517,-10.7517,0.0000,0.0000,1,1,1,0.4513,yolo_box,ok,12.0000,918.5080,70.7807,21.7396,-10.7517,-10.7517,0.0000
4017.869351,536,4017.883193,13.8420,5.1516,0.4148,13.7088,-10.7566,-10.7566,0.0000,0.0000,1,1,1,0.3514,yolo_box,ok,12.0000,918.7193,71.4185,22.2256,-10.7566,-10.7566,0.0000
