t,frame_seq,result_ready_t,capture_to_log_ms,inference_ms,refinement_ms,processing_ms,raw_x_cm,sent_x_cm,raw_vx_cm_s,sent_vx_cm_s,measurement_valid,tracking_valid,sent_valid,confidence,source,reason,actual_angle_deg,center_x_px,center_y_px,radius_px,measurement_x_cm,kalman_x_cm,kalman_vx_cm_s
4080.892208,4287,4080.908047,15.8396,5.1980,1.6839,15.6863,0.5958,0.5958,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.9237,75.5526,19.7420,0.5958,0.5958,0.0000
4080.908114,4288,4080.925280,17.1664,5.0925,1.6968,16.8198,0.6103,0.6103,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.3573,75.6164,20.7121,0.6103,0.6103,0.0000
4080.925401,4289,4080.941372,15.9708,5.1395,1.7824,15.7749,0.6044,0.6044,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9912,462.5850,74.8448,20.3778,0.6044,0.6044,0.0000
4080.939832,4290,4080.957888,18.0556,5.2061,1.9156,16.1589,0.6000,0.6000,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.8211,75.3619,19.8404,0.6000,0.6000,0.0000
4080.955755,4291,4080.974973,19.2174,5.1161,1.9955,16.8406,0.6036,0.6036,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.6793,74.7484,20.5665,0.6036,0.6036,0.0000
4080.971817,4292,4080.988988,17.1711,5.1248,0.0456,13.5780,0.6063,0.6063,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9917,462.5070,75.2432,20.8618,0.6063,0.6063,0.0000
4080.991406,4293,4081.005345,13.9396,5.1280,0.0457,13.7912,0.5986,0.5986,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.8150,75.2983,19.8343,0.5986,0.5986,0.0000
4081.007652,4294,4081.025245,17.5936,5.1291,1.7174,17.4509,0.6092,0.6092,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.4007,75.7251,20.3798,0.6092,0.6092,0.0000
4081.024825,4295,4081.044900,20.0744,5.3260,2.2894,19.3366,0.6043,0.6043,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.5911,74.4941,20.6875,0.6043,0.6043,0.0000
4081.041188,4296,4081.065413,24.2252,6.8796,1.6584,17.5427,0.6109,0.6109,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0071,462.3697,75.3211,20.4373,0.6109,0.6109,0.0000
4081.057479,4297,4081.084906,27.4266,5.2514,1.6038,19.0410,0.6004,0.6004,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7432,75.1424,19.7420,0.6004,0.6004,0.0000
4081.077800,4298,4081.099246,21.4457,5.2036,0.0455,14.0413,0.6014,0.6014,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7042,75.7679,19.5226,0.6014,0.6014,0.0000
4081.093798,4299,4081.113751,19.9528,5.1690,0.0450,14.1963,0.6082,0.6082,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.4414,75.0109,20.5213,0.6082,0.6082,0.0000
4081.108284,4300,4081.131118,22.8335,6.4412,1.8574,17.0791,0.5969,0.5969,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0072,462.9175,75.3906,19.7358,0.5969,0.5969,0.0000
4081.123955,4301,4081.147165,23.2104,5.1640,1.7276,15.6969,0.6097,0.6097,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.4394,75.1483,20.5193,0.6097,0.6097,0.0000
4081.140230,4302,4081.161508,21.2775,5.2438,0.0454,14.0956,0.5975,0.5975,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.9175,75.3906,19.7358,0.5975,0.5975,0.0000
4081.156071,4303,4081.177091,21.0191,5.1430,0.1317,15.2805,0.6078,0.6078,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.5153,75.1380,20.3081,0.6078,0.6078,0.0000
4081.173773,4304,4081.193074,19.3009,5.1469,1.7239,15.7385,0.6078,0.6078,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.5173,75.5405,20.5849,0.6078,0.6078,0.0000
4081.191873,4305,4081.209181,17.3087,5.1303,1.8726,15.7644,0.6100,0.6100,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.3676,75.8974,20.4475,0.6100,0.6100,0.0000
4081.207698,4306,4081.226022,18.3243,5.1375,1.8253,16.6118,0.6075,0.6075,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.4684,75.4459,19.4918,0.6075,0.6075,0.0000
4081.223806,4307,4081.245664,21.8578,5.4854,2.2671,19.2306,0.6185,0.6185,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.0353,75.7172,20.5378,0.6185,0.6185,0.0000
4081.241052,4308,4081.262828,21.7756,5.7728,1.8471,16.9350,0.6029,0.6029,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.7063,75.8315,19.5328,0.6029,0.6029,0.0000
4081.255675,4309,4081.281316,25.6414,5.2036,1.8178,18.1500,0.6000,0.6000,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.8211,75.3619,19.8404,0.6000,0.6000,0.0000
4081.274469,4310,4081.298557,24.0876,6.9884,1.6460,16.9890,0.6059,0.6059,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.5891,75.2616,20.6608,0.6059,0.6059,0.0000
4081.291586,4311,4081.314224,22.6380,5.1584,1.3950,15.3491,0.6041,0.6041,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.6017,75.7372,19.6251,0.6041,0.6041,0.0000
4081.307786,4312,4081.330565,22.7790,5.2919,1.5923,16.0792,0.5976,0.5976,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.8539,74.9537,19.6600,0.5976,0.5976,0.0000
4081.323767,4313,4081.345867,22.1006,5.5509,0.4798,14.9537,0.6097,0.6097,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0031,462.3778,75.1037,20.7244,0.6097,0.6097,0.0000
4081.339965,4314,4081.361643,21.6780,5.1794,2.1479,15.4973,0.6064,0.6064,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0081,462.5522,75.8936,20.2958,0.6064,0.6064,0.0000
4081.355491,4315,4081.379146,23.6554,5.5805,1.2886,17.1416,0.5982,0.5982,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9935,462.8211,75.3619,19.8404,0.5982,0.5982,0.0000
4081.371982,4316,4081.395288,23.3053,5.1386,1.7091,15.9007,0.6014,0.6014,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7042,76.2663,19.5349,0.6014,0.6014,0.0000
4081.391853,4317,4081.411494,19.6407,5.1262,2.0538,15.9090,0.6012,0.6012,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7124,75.6941,19.5390,0.6012,0.6012,0.0000
4081.407858,4318,4081.431155,23.2961,5.1761,4.9535,19.4265,0.5978,0.5978,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.9070,76.0061,20.2198,0.5978,0.5978,0.0000
4081.425382,4319,4081.451045,25.6627,6.8981,2.2436,19.4501,0.6077,0.6077,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.5194,75.4011,20.5870,0.6077,0.6077,0.0000
4081.442531,4320,4081.469419,26.8873,5.7449,1.7458,18.1361,0.6110,0.6110,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.3922,75.7090,20.3327,0.6110,0.6110,0.0000
4081.461192,4321,4081.485265,24.0725,5.4773,1.7251,15.4984,0.6027,0.6027,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.7165,75.3947,19.5349,0.6027,0.6027,0.0000
4081.477903,4322,4081.501265,23.3618,5.3669,1.8934,15.7682,0.6076,0.6076,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.5214,75.4072,20.5890,0.6076,0.6076,0.0000
4081.494236,4323,4081.517206,22.9696,5.3396,0.4744,15.6244,0.5950,0.5950,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.9565,75.5054,19.9676,0.5950,0.5950,0.0000
4081.510584,4324,4081.535776,25.1921,5.2608,4.0846,18.3400,0.6064,0.6064,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.5091,74.8550,20.5931,0.6064,0.6064,0.0000
4081.526307,4325,4081.550109,23.8021,5.1947,0.0451,13.9971,0.6001,0.6001,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7555,75.0809,19.7666,0.6001,0.6001,0.0000
4081.544740,4326,4081.564505,19.7655,5.2225,0.0455,14.1638,0.6079,0.6079,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.5112,75.2227,20.5788,0.6079,0.6079,0.0000
4081.559066,4327,4081.584324,25.2586,5.1989,1.7957,18.8353,0.6039,0.6039,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9975,462.5830,75.5364,20.6546,0.6039,0.6039,0.0000
4081.577345,4328,4081.600111,22.7660,5.2022,1.7718,15.5384,0.5984,0.5984,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.8211,76.1043,19.8445,0.5984,0.5984,0.0000
4081.593110,4329,4081.617193,24.0828,5.2303,1.7667,16.7660,0.5979,0.5979,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.8416,75.6305,19.6559,0.5979,0.5979,0.0000
4081.609088,4330,4081.633059,23.9711,5.6351,1.5373,15.6388,0.6042,0.6042,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.5973,74.9063,20.3901,0.6042,0.6042,0.0000
4081.626174,4331,4081.653045,26.8713,6.4161,2.1941,19.5615,0.6037,0.6037,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0038,462.6201,75.2244,19.6312,0.6037,0.6037,0.0000
4081.644323,4332,4081.672115,27.7921,5.2097,2.9132,18.7170,0.6099,0.6099,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0093,462.4250,75.8669,20.1686,0.6099,0.6099,0.0000
4081.672526,4333,4081.687558,15.0313,5.1124,1.5485,14.8625,0.6053,0.6053,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.5542,75.8792,20.3019,0.6053,0.6053,0.0000
4081.691457,4334,4081.707079,15.6213,5.1321,1.8004,15.4715,0.6041,0.6041,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.5996,76.4550,19.6354,0.6041,0.6041,0.0000
4081.707860,4335,4081.724923,17.0634,5.1364,1.8437,16.8612,0.6022,0.6022,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.7347,75.6267,20.8146,0.6022,0.6022,0.0000
4081.725253,4336,4081.739099,13.8464,5.1144,0.0418,13.6694,0.5973,0.5973,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.9277,75.2573,19.7338,0.5973,0.5973,0.0000
4081.739895,4337,4081.755321,15.4257,5.1388,1.6912,15.2879,0.5936,0.5936,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,463.0693,75.1752,19.8835,0.5936,0.5936,0.0000
4081.755953,4338,4081.772302,16.3489,5.1044,2.4441,16.1901,0.6046,0.6046,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.5809,75.7579,20.3778,0.6046,0.6046,0.0000
4081.773154,4339,4081.786571,13.4174,5.1232,0.0452,13.2825,0.5973,0.5973,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.8660,75.2985,20.6588,0.5973,0.5973,0.0000
4081.791241,4340,4081.805121,13.8797,5.1285,0.0449,13.7319,0.6000,0.6000,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7593,75.2760,20.3470,0.6000,0.6000,0.0000
4081.807571,4341,4081.825681,18.1103,5.1249,3.1305,17.9769,0.5997,0.5997,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7737,76.1581,20.7962,0.5997,0.5997,0.0000
4081.823840,4342,4081.840074,16.2340,5.1384,0.0447,14.0483,0.5976,0.5976,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0098,462.9134,75.6900,19.7400,0.5976,0.5976,0.0000
4081.840130,4343,4081.859724,19.5936,5.5511,2.2780,19.2849,0.5978,0.5978,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.8478,75.8377,19.6661,0.5978,0.5978,0.0000
4081.856693,4344,4081.878943,22.2498,5.4716,5.3422,18.9049,0.6001,0.6001,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7573,75.7169,20.3532,0.6001,0.6001,0.0000
4081.871705,4345,4081.895901,24.1956,6.6594,1.5795,16.7052,0.6002,0.6002,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7511,75.4339,20.6259,0.6002,0.6002,0.0000
4081.891566,4346,4081.911471,19.9057,5.1291,1.6790,15.2434,0.6025,0.6025,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.7224,74.9499,20.5152,0.6025,0.6025,0.0000
4081.907646,4347,4081.929188,21.5421,5.6696,2.5532,17.4859,0.6027,0.6027,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.7142,75.6780,20.7941,0.6027,0.6027,0.0000
4081.924296,4348,4081.945809,21.5134,5.1464,2.1223,16.2986,0.6056,0.6056,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.6034,75.7128,20.7654,0.6056,0.6056,0.0000
4081.939677,4349,4081.963164,23.4871,5.6732,1.6237,17.1325,0.6006,0.6006,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.7962,75.1996,20.5931,0.6006,0.6006,0.0000
4081.956484,4350,4081.980849,24.3651,5.2039,1.8223,17.3773,0.5946,0.5946,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9981,462.9462,75.5977,19.9574,0.5946,0.5946,0.0000
4081.973838,4351,4081.996659,22.8203,5.1791,2.2369,15.5722,0.5888,0.5888,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9904,463.1964,75.2511,19.9943,0.5888,0.5888,0.0000
4081.991757,4352,4082.012291,20.5344,5.1796,1.6435,15.3182,0.6000,0.6000,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.8211,75.9607,19.8445,0.6000,0.6000,0.0000
4082.007763,4353,4082.028581,20.8173,5.4738,2.2828,16.0665,0.5901,0.5901,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,463.2067,75.1732,20.0045,0.5901,0.5901,0.0000
4082.023607,4354,4082.042612,19.0054,5.1714,0.0456,13.7159,0.6063,0.6063,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.5727,75.5426,20.9274,0.6063,0.6063,0.0000
4082.039618,4355,4082.060579,20.9604,5.6015,0.0672,17.6283,0.6064,0.6064,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.5094,75.2696,19.7174,0.6064,0.6064,0.0000
4082.056766,4356,4082.078912,22.1457,5.2204,3.1333,17.8932,0.6027,0.6027,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.6548,75.1058,20.7264,0.6027,0.6027,0.0000
4082.071904,4357,4082.095510,23.6054,5.3253,1.9185,16.3223,0.5959,0.5959,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.9216,75.0952,19.7276,0.5959,0.5959,0.0000
4082.091937,4358,4082.111624,19.6870,5.1198,1.9630,15.7900,0.6019,0.6019,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.6858,75.3619,19.7092,0.6019,0.6019,0.0000
4082.108092,4359,4082.129019,20.9269,5.7620,2.5116,17.1674,0.5964,0.5964,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.9626,75.5218,19.9738,0.5964,0.5964,0.0000
4082.124166,4360,4082.145116,20.9498,5.3883,2.2692,15.7365,0.6018,0.6018,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.7511,74.8796,20.3511,0.6018,0.6018,0.0000
4082.139744,4361,4082.162511,22.7671,5.1535,1.6436,17.1356,0.6000,0.6000,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.8211,75.2203,19.8322,0.6000,0.6000,0.0000
4082.155450,4362,4082.178956,23.5052,5.2679,1.6603,16.1260,0.6066,0.6066,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.5030,75.3170,20.5747,0.6066,0.6066,0.0000
4082.172313,4363,4082.195178,22.8646,5.1394,1.9779,15.9788,0.6027,0.6027,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.6527,75.0996,20.7244,0.6027,0.6027,0.0000
4082.191879,4364,4082.211388,19.5088,5.1989,1.9034,15.9156,0.6004,0.6004,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7432,74.9988,19.7502,0.6004,0.6004,0.0000
4082.207995,4365,4082.228711,20.7164,5.1314,2.6129,17.0919,0.6007,0.6007,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0052,462.7493,75.0604,19.7564,0.6007,0.6007,0.0000
4082.223769,4366,4082.244293,20.5240,5.1426,1.9004,15.2419,0.6008,0.6008,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0097,462.7860,75.3744,20.5788,0.6008,0.6008,0.0000
4082.239495,4367,4082.264509,25.0137,5.9161,2.1550,19.9115,0.6077,0.6077,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.5194,75.1037,20.5870,0.6077,0.6077,0.0000
4082.256392,4368,4082.286914,30.5224,5.1978,4.2366,21.4392,0.6061,0.6061,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9996,462.4927,75.9469,20.5234,0.6061,0.6061,0.0000
4082.277300,4369,4082.302822,25.5222,5.3385,1.4406,15.5922,0.5973,0.5973,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.8639,75.8995,20.9603,0.5973,0.5973,0.0000
4082.295924,4370,4082.319976,24.0520,5.3114,1.8367,16.9101,0.6023,0.6023,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.7306,75.3067,20.8023,0.6023,0.6023,0.0000
4082.311712,4371,4082.336118,24.4060,5.6811,1.7288,15.7687,0.5930,0.5930,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,463.0959,74.9148,20.0948,0.5930,0.5930,0.0000
4082.328513,4372,4082.351914,23.4004,5.4571,1.6912,15.5379,0.5965,0.5965,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.9585,74.4800,19.9574,0.5965,0.5965,0.0000
4082.344406,4373,4082.368472,24.0651,5.2464,1.5907,16.1872,0.6051,0.6051,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.5627,75.1281,20.0660,0.6051,0.6051,0.0000
4082.360843,4374,4082.384518,23.6749,5.5084,1.8414,15.8037,0.5974,0.5974,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.8618,75.3826,20.6588,0.5974,0.5974,0.0000
4082.376871,4375,4082.400625,23.7537,5.1854,1.8411,15.7239,0.5990,0.5990,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7983,75.6041,20.8823,0.5990,0.5990,0.0000
4082.393490,4376,4082.417245,23.7544,5.1890,1.6852,16.3705,0.5974,0.5974,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.8618,75.6821,20.6588,0.5974,0.5974,0.0000
4082.409419,4377,4082.433396,23.9771,5.1865,1.7255,15.8286,0.6006,0.6006,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.7983,75.3211,20.8782,0.6006,0.6006,0.0000
4082.426424,4378,4082.449219,22.7951,5.1929,1.7334,15.5821,0.5881,0.5881,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9994,463.1964,75.2511,19.9943,0.5881,0.5881,0.0000
4082.442309,4379,4082.470285,27.9757,6.8838,1.9001,20.6712,0.5974,0.5974,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9920,462.8539,74.8922,20.3368,0.5974,0.5974,0.0000
4082.460634,4380,4082.487823,27.1888,5.2215,1.7322,17.2009,0.6032,0.6032,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.6345,75.6103,20.4126,0.6032,0.6032,0.0000
4082.473798,4381,4082.504079,30.2819,5.4536,1.6301,15.9139,0.5914,0.5914,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,463.0980,75.5177,20.1050,0.5914,0.5914,0.0000
4082.496749,4382,4082.521373,24.6238,5.3374,2.6723,16.9707,0.5998,0.5998,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7696,75.6618,20.5173,0.5998,0.5998,0.0000
4082.512824,4383,4082.536951,24.1267,5.1606,1.5116,15.3225,0.6034,0.6034,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0056,462.6486,75.2370,20.7203,0.6034,0.6034,0.0000
4082.523740,4384,4082.552769,29.0284,5.1073,1.6951,15.4924,0.6040,0.6040,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0085,462.6486,75.2370,20.7203,0.6040,0.6040,0.0000
4082.539624,4385,4082.570529,30.9053,5.1418,2.1844,17.5141,0.5888,0.5888,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,463.1964,75.5464,20.0025,0.5888,0.5888,0.0000
4082.555606,4386,4082.586056,30.4503,5.1806,1.6949,15.1450,0.5913,0.5913,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,463.1021,75.2183,20.1091,0.5913,0.5913,0.0000
4082.572888,4387,4082.601887,28.9986,5.2061,1.6693,15.5925,0.6045,0.6045,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.5850,75.6821,20.6649,0.6045,0.6045,0.0000
4082.595041,4388,4082.618577,23.5356,5.1854,1.6864,16.3519,0.6013,0.6013,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.7696,75.5162,20.5173,0.6013,0.6013,0.0000
4082.610855,4389,4082.633019,22.1639,5.2058,0.0460,14.2032,0.6007,0.6007,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.7942,75.2432,20.5870,0.6007,0.6007,0.0000
4082.627659,4390,4082.648560,20.9010,5.1809,0.0454,15.2263,0.6079,0.6079,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.5132,75.0832,20.5808,0.6079,0.6079,0.0000
4082.643153,4391,4082.664400,21.2474,5.1946,1.7482,15.6135,0.6010,0.6010,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7204,75.5446,20.8002,0.6010,0.6010,0.0000
4082.657376,4392,4082.684292,26.9151,5.2713,0.0669,18.8316,0.5973,0.5973,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.8660,75.0012,20.6588,0.5973,0.5973,0.0000
4082.677430,4393,4082.699501,22.0708,6.2488,0.0448,14.9777,0.6009,0.6009,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.7247,75.3311,19.9409,0.6009,0.6009,0.0000
4082.693918,4394,4082.716457,22.5396,5.1759,1.6104,16.6411,0.6044,0.6044,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.6465,74.8366,20.4434,0.6044,0.6044,0.0000
4082.708506,4395,4082.735288,26.7827,5.1716,1.6185,18.5897,0.6093,0.6093,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.4558,75.1058,20.5152,0.6093,0.6093,0.0000
4082.728303,4396,4082.751394,23.0911,5.2243,1.6167,15.8047,0.6061,0.6061,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,462.5809,75.2201,20.6772,0.6061,0.6061,0.0000
4082.744211,4397,4082.768155,23.9444,5.1918,1.7041,16.5168,0.6023,0.6023,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9951,462.6527,74.8427,20.4496,0.6023,0.6023,0.0000
4082.760366,4398,4082.784202,23.8359,5.5477,1.6668,15.6574,0.6079,0.6079,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9903,462.4496,75.0893,20.5090,0.6079,0.6079,0.0000
4082.776823,4399,4082.800587,23.7641,5.1976,1.9232,16.1553,0.6080,0.6080,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9900,462.4476,75.3826,20.5152,0.6080,0.6080,0.0000
4082.793018,4400,4082.817592,24.5742,5.2022,1.6864,16.6430,0.6061,0.6061,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0027,462.5153,75.3211,20.2999,0.6061,0.6061,0.0000
4082.809597,4401,4082.833688,24.0915,5.2262,1.6252,15.8567,0.6055,0.6055,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0097,462.6014,75.7067,20.3860,0.6055,0.6055,0.0000
4082.826834,4402,4082.852240,25.4064,5.1717,4.1202,18.2319,0.5958,0.5958,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9800,462.9582,76.0082,20.5624,0.5958,0.5958,0.0000
4082.842662,4403,4082.867635,24.9725,5.4136,0.4983,15.1566,0.6080,0.6080,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9800,462.4804,76.3960,20.5111,0.6080,0.6080,0.0000
4082.860591,4404,4082.892176,31.5849,5.7478,4.5114,24.1262,0.6035,0.6035,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0111,462.6957,76.0925,20.1645,0.6035,0.6035,0.0000
4082.879240,4405,4082.909282,30.0427,5.1215,1.6865,16.3165,0.6013,0.6013,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0200,462.8619,75.8810,20.9582,0.6013,0.6013,0.0000
4082.907993,4406,4082.926568,18.5751,5.1341,2.3031,17.0459,0.5991,0.5991,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0200,462.9480,75.2944,20.4537,0.5991,0.5991,0.0000
4082.923601,4407,4082.942946,19.3449,5.1328,1.6276,15.8734,0.5991,0.5991,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0117,462.8721,74.8899,20.3860,0.5991,0.5991,0.0000
4082.940225,4408,4082.959625,19.3999,5.3579,1.9118,16.3386,0.6042,0.6042,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9921,462.5891,75.4052,20.6608,0.6042,0.6042,0.0000
4082.955583,4409,4082.976835,21.2521,5.1454,2.2678,16.9013,0.6011,0.6011,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9800,462.7491,75.7313,20.6321,0.6011,0.6011,0.0000
4082.971893,4410,4082.993072,21.1792,5.1535,1.7237,15.9980,0.6064,0.6064,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,21.9868,462.5194,75.1037,20.5870,0.6064,0.6064,0.0000
4082.992217,4411,4083.009227,17.0098,5.1157,1.6543,15.8489,0.5938,0.5938,0.0000,0.0000,1,1,1,0.9020,yolo_box,ok,22.0100,463.0611,75.4562,19.8753,0.5938,0.5938,0.0000
